Age,Gender,MaritalStatus,IncomeLevel,NumTransactions,TotalAmountSpent,AvgTransactionAmount,NumServiceInteractions,NumUnresolvedIssues,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
63,F,Widowed,Low,9,2452.39,272.48777777777775,0,0,2023-08-03,3,Mobile App,1
48,M,Widowed,Low,8,2416.9,302.1125,0,0,2023-02-27,16,Website,0
33,F,Married,Medium,6,1929.48,321.58,1,0,2023-11-16,49,Website,1
59,F,Divorced,High,1,67.65,67.65,1,0,2023-01-16,42,Website,0
56,M,Single,Medium,3,657.3699999999999,219.1233333333333,2,1,2023-01-07,18,Online Banking,0
61,F,Married,Medium,2,942.44,471.22,1,1,2023-08-17,44,Website,1
36,M,Married,Medium,1,238.83,238.83,2,1,2023-07-23,15,Website,0
25,M,Widowed,High,6,1060.8600000000001,176.81000000000003,1,1,2023-11-28,41,Online Banking,0
46,M,Divorced,Medium,8,1985.72,248.215,2,2,2023-11-04,37,Online Banking,0
19,M,Divorced,Low,4,1053.54,263.385,2,2,2023-04-21,23,Mobile App,0
59,F,Widowed,High,5,1574.74,314.948,1,1,2023-12-10,26,Online Banking,0
20,M,Single,Medium,5,1041.72,208.344,2,1,2023-09-27,7,Online Banking,0
68,M,Widowed,Medium,8,1629.96,203.745,1,0,2023-04-26,48,Online Banking,0
46,M,Married,Medium,2,194.63,97.315,0,0,2023-04-30,21,Website,0
32,F,Widowed,Medium,8,1874.22,234.2775,1,1,2023-03-30,29,Website,0
55,M,Divorced,Medium,8,2408.65,301.08125,2,1,2023-11-24,45,Website,0
45,M,Single,Medium,9,1717.5700000000002,190.84111111111113,2,1,2023-06-15,7,Online Banking,1
54,M,Married,Low,6,1587.38,264.56333333333333,1,1,2023-08-15,6,Online Banking,0
49,M,Married,High,7,1060.42,151.48857142857145,0,0,2023-09-17,27,Online Banking,1
47,M,Divorced,Low,2,266.05,133.025,1,0,2023-09-11,43,Mobile App,1
68,M,Widowed,Medium,1,328.56,328.56,2,1,2023-06-28,46,Website,0
64,M,Married,Medium,1,163.69,163.69,0,0,2023-02-23,17,Website,1
47,M,Widowed,Medium,1,12.46,12.46,2,1,2023-03-11,24,Mobile App,0
68,M,Married,Low,3,1028.17,342.72333333333336,1,0,2023-08-11,28,Website,0
51,M,Divorced,Medium,4,759.5699999999999,189.89249999999998,1,1,2023-07-01,26,Website,0
30,M,Married,Low,2,499.67,249.835,1,0,2023-08-30,38,Online Banking,1
50,M,Married,High,7,1467.02,209.5742857142857,0,0,2023-05-17,26,Online Banking,0
59,F,Single,Low,5,1245.86,249.17199999999997,2,2,2023-05-18,40,Website,0
34,F,Married,Low,1,392.17,392.17,1,0,2023-03-30,1,Mobile App,0
20,M,Divorced,High,9,1437.17,159.68555555555557,1,0,2023-02-19,19,Mobile App,0
26,F,Married,Medium,9,2097.25,233.02777777777777,2,2,2023-01-31,26,Mobile App,0
69,F,Divorced,Low,7,1567.52,223.93142857142857,0,0,2023-07-10,35,Mobile App,0
28,F,Widowed,High,5,1135.3,227.06,1,0,2023-12-07,16,Online Banking,1
66,M,Divorced,Low,6,1132.79,188.79833333333332,1,1,2023-06-25,13,Mobile App,1
44,F,Widowed,Low,6,1658.16,276.36,2,1,2023-09-25,10,Website,0
45,F,Married,High,8,2676.26,334.5325,2,1,2023-08-13,8,Mobile App,0
19,M,Divorced,Low,8,1579.69,197.46125,0,0,2023-10-12,27,Mobile App,0
18,F,Single,High,4,758.41,189.6025,0,0,2023-09-01,26,Mobile App,0
23,F,Divorced,Low,6,1160.99,193.49833333333333,1,1,2023-04-12,3,Mobile App,0
42,F,Widowed,Medium,6,1972.94,328.8233333333333,1,1,2023-08-24,45,Online Banking,0
52,F,Widowed,High,5,1405.19,281.038,1,1,2023-06-15,36,Online Banking,0
33,M,Single,Medium,1,474.38,474.38,0,0,2023-10-22,41,Online Banking,0
21,F,Divorced,Low,6,1442.15,240.35833333333335,1,0,2023-10-19,8,Online Banking,0
64,M,Married,Medium,7,1668.59,238.36999999999998,1,1,2023-06-03,32,Website,0
55,F,Divorced,High,8,2232.41,279.05125,2,1,2023-11-06,19,Website,0
61,F,Divorced,Low,1,143.34,143.34,0,0,2023-04-02,12,Online Banking,0
37,F,Divorced,High,9,2587.47,287.49666666666667,1,0,2023-02-28,45,Online Banking,0
42,F,Single,Low,1,77.31,77.31,2,0,2023-04-01,45,Mobile App,0
24,F,Single,Medium,8,1779.5,222.4375,2,0,2023-07-02,13,Mobile App,0
38,M,Single,Medium,9,2314.49,257.16555555555556,2,1,2023-01-23,44,Online Banking,1
24,M,Single,High,9,2461.3,273.4777777777778,2,0,2023-06-07,48,Online Banking,0
46,M,Single,High,5,923.55,184.70999999999998,0,0,2023-11-16,45,Mobile App,0
69,F,Married,Low,1,308.82,308.82,2,1,2023-07-05,7,Website,1
24,M,Divorced,High,4,864.3,216.075,1,0,2023-04-22,47,Online Banking,0
20,F,Divorced,High,7,1700.3,242.9,2,1,2023-08-31,47,Website,0
46,M,Married,Medium,9,2490.85,276.7611111111111,0,0,2023-12-24,16,Website,0
46,M,Married,High,4,1463.19,365.7975,0,0,2023-06-22,32,Mobile App,0
56,M,Married,High,5,1084.11,216.82199999999997,1,0,2023-09-14,9,Mobile App,1
55,F,Married,Low,5,1383.28,276.656,2,1,2023-08-19,26,Online Banking,0
23,M,Single,Medium,5,1240.94,248.18800000000002,1,0,2023-07-24,48,Mobile App,0
63,F,Divorced,Medium,2,534.74,267.37,0,0,2023-07-27,40,Website,1
27,M,Married,Low,4,1019.6700000000001,254.91750000000002,0,0,2023-07-29,47,Website,0
54,F,Widowed,Medium,9,1446.69,160.74333333333334,1,0,2023-11-24,20,Online Banking,0
31,F,Married,Low,9,2281.4700000000003,253.4966666666667,2,1,2023-10-05,6,Website,0
39,F,Divorced,Low,4,897.51,224.3775,0,0,2023-01-24,11,Mobile App,0
49,F,Widowed,High,3,638.06,212.68666666666664,0,0,2023-12-22,29,Online Banking,0
35,F,Married,High,2,683.19,341.595,0,0,2023-01-11,7,Mobile App,1
53,F,Single,Low,5,1421.26,284.252,0,0,2023-06-24,29,Website,0
63,F,Single,High,8,2154.62,269.3275,1,0,2023-10-01,43,Mobile App,0
69,F,Widowed,High,7,1500.44,214.34857142857143,0,0,2023-01-12,4,Online Banking,0
26,F,Single,Medium,9,2615.4300000000003,290.60333333333335,2,1,2023-02-09,24,Mobile App,1
43,F,Widowed,Medium,1,55.77,55.77,1,1,2023-02-10,3,Website,1
39,M,Married,High,2,489.1,244.55,0,0,2023-07-11,12,Online Banking,0
63,F,Divorced,Low,2,273.02,136.51,0,0,2023-07-03,35,Website,0
55,M,Widowed,Low,4,994.16,248.54,0,0,2023-02-14,8,Mobile App,1
40,M,Married,High,8,2810.28,351.285,2,1,2023-12-18,38,Online Banking,0
34,F,Widowed,High,9,2395.1,266.1222222222222,0,0,2023-01-18,41,Online Banking,0
43,M,Divorced,Low,5,681.77,136.35399999999998,0,0,2023-12-31,38,Mobile App,1
64,F,Single,Medium,7,1289.55,184.22142857142856,2,0,2023-09-16,15,Mobile App,0
55,F,Single,Medium,3,948.6800000000001,316.2266666666667,0,0,2023-11-03,5,Website,0
19,M,Widowed,Low,7,1783.47,254.78142857142856,2,2,2023-05-16,40,Website,0
23,F,Divorced,High,1,104.0,104.0,1,1,2023-03-27,16,Online Banking,0
24,M,Married,Medium,1,35.24,35.24,1,1,2023-01-02,46,Online Banking,0
30,M,Married,Low,3,807.48,269.16,1,1,2023-09-29,28,Website,0
44,M,Married,High,1,346.94,346.94,0,0,2023-07-21,13,Mobile App,0
28,M,Widowed,High,6,1373.66,228.94333333333336,0,0,2023-04-29,41,Website,0
32,F,Single,Medium,1,391.99,391.99,1,1,2023-02-26,11,Website,0
26,F,Widowed,High,5,1159.3899999999999,231.878,2,0,2023-11-30,37,Mobile App,0
25,F,Widowed,Low,8,1792.54,224.0675,1,0,2023-03-12,3,Website,0
63,M,Widowed,Low,8,1170.32,146.29,0,0,2023-09-08,8,Mobile App,0
23,F,Married,Low,2,555.91,277.955,1,1,2023-06-02,38,Online Banking,0
65,M,Divorced,Low,9,3220.3,357.81111111111113,2,1,2023-01-11,47,Mobile App,1
60,M,Widowed,High,7,1950.63,278.6614285714286,2,2,2023-05-03,34,Website,0
21,M,Married,Low,6,1845.21,307.535,1,1,2023-07-12,38,Mobile App,0
28,M,Widowed,Medium,2,434.86,217.43,0,0,2023-12-16,42,Online Banking,0
68,M,Widowed,High,6,1551.13,258.5216666666667,2,1,2023-01-30,24,Website,0
45,M,Married,High,5,921.3299999999999,184.266,0,0,2023-04-28,18,Website,0
43,F,Divorced,High,3,814.74,271.58,1,1,2023-04-03,25,Website,0
21,F,Divorced,Low,7,2143.56,306.22285714285715,2,0,2023-06-02,13,Website,0
32,F,Single,High,2,477.73,238.865,1,1,2023-10-24,39,Website,0
36,M,Widowed,Low,2,627.29,313.645,0,0,2023-10-14,22,Mobile App,0
23,M,Single,Low,8,2048.2,256.025,1,0,2023-08-29,30,Online Banking,0
22,F,Married,High,6,1252.1,208.6833333333333,0,0,2023-08-13,30,Mobile App,0
35,F,Widowed,High,5,1552.44,310.488,1,1,2023-05-05,37,Website,0
23,F,Married,Low,2,161.07,80.535,1,0,2023-02-09,45,Mobile App,0
48,M,Single,High,6,1247.79,207.965,1,0,2023-12-20,43,Website,0
42,F,Married,High,8,1559.5,194.9375,0,0,2023-12-20,15,Online Banking,0
21,F,Married,Low,9,1865.72,207.3022222222222,1,1,2023-12-16,35,Mobile App,0
23,M,Divorced,Low,3,681.14,227.04666666666665,2,2,2023-01-15,6,Online Banking,1
58,M,Widowed,High,5,1047.12,209.42399999999998,2,1,2023-09-04,11,Mobile App,0
54,F,Widowed,Low,8,2165.4900000000002,270.68625000000003,2,1,2023-10-05,28,Website,0
67,F,Widowed,Low,3,576.3,192.1,1,1,2023-03-03,30,Website,0
42,M,Married,Medium,9,2132.05,236.89444444444447,2,1,2023-05-13,16,Mobile App,0
51,M,Divorced,High,3,675.36,225.12,2,2,2023-05-25,28,Mobile App,0
36,M,Single,High,2,338.96999999999997,169.48499999999999,0,0,2023-10-07,25,Online Banking,0
51,M,Widowed,High,9,2094.81,232.75666666666666,1,0,2023-05-27,48,Online Banking,0
32,F,Married,High,8,2317.66,289.7075,1,0,2023-06-22,30,Website,0
67,F,Divorced,High,2,583.1,291.55,0,0,2023-03-30,45,Online Banking,1
25,F,Divorced,Low,4,1118.41,279.6025,2,0,2023-07-28,14,Online Banking,0
61,F,Widowed,High,6,1132.03,188.67166666666665,0,0,2023-06-09,27,Website,0
64,F,Divorced,High,9,2639.2799999999997,293.25333333333333,0,0,2023-06-10,48,Website,0
66,M,Divorced,Medium,2,604.8199999999999,302.40999999999997,1,0,2023-12-18,30,Mobile App,0
51,M,Married,Low,4,967.0799999999999,241.76999999999998,2,2,2023-12-02,10,Online Banking,0
35,F,Single,High,2,284.57,142.285,0,0,2023-02-06,20,Mobile App,1
47,M,Divorced,High,3,618.27,206.09,2,1,2023-02-26,44,Online Banking,0
30,F,Single,High,8,2600.41,325.05125,2,1,2023-08-21,7,Website,0
64,F,Divorced,High,6,1172.35,195.39166666666665,1,0,2023-08-24,34,Website,0
50,F,Divorced,Low,9,2056.76,228.5288888888889,2,0,2023-12-07,27,Website,0
52,F,Divorced,Medium,6,1560.95,260.15833333333336,2,1,2023-06-26,23,Online Banking,1
69,M,Widowed,Medium,4,1122.07,280.5175,0,0,2023-11-04,46,Website,0
41,F,Widowed,High,3,539.68,179.89333333333332,0,0,2023-02-19,45,Website,0
43,F,Widowed,Medium,6,2081.7,346.95,0,0,2023-08-09,25,Mobile App,0
64,F,Single,Medium,5,1484.12,296.82399999999996,1,0,2023-09-06,28,Mobile App,1
68,M,Single,Medium,9,1725.5,191.72222222222223,2,2,2023-08-07,18,Online Banking,0
61,F,Widowed,Medium,2,575.97,287.985,1,0,2023-03-12,13,Website,0
59,M,Single,Medium,1,477.75,477.75,2,1,2023-01-30,13,Online Banking,0
64,M,Married,Low,9,1309.22,145.4688888888889,1,0,2023-01-07,45,Online Banking,0
18,F,Single,Low,9,2577.9500000000003,286.4388888888889,1,1,2023-11-06,34,Mobile App,1
30,M,Married,Low,5,693.13,138.626,2,0,2023-04-28,14,Mobile App,1
27,M,Widowed,Medium,1,496.99,496.99,0,0,2023-02-15,28,Mobile App,0
36,F,Married,Low,5,1079.2,215.84,1,0,2023-12-07,13,Online Banking,0
22,F,Widowed,Medium,3,910.23,303.41,2,0,2023-07-09,34,Website,0
25,M,Widowed,Medium,8,2189.69,273.71125,0,0,2023-08-10,5,Mobile App,0
21,F,Widowed,Low,5,1068.46,213.692,0,0,2023-08-22,40,Mobile App,0
66,M,Single,High,5,1257.45,251.49,2,1,2023-05-26,10,Mobile App,0
30,F,Divorced,Medium,6,970.67,161.77833333333334,2,2,2023-01-30,36,Website,0
55,F,Divorced,Medium,7,1500.63,214.3757142857143,2,1,2023-04-13,6,Online Banking,0
63,F,Married,Low,4,1124.58,281.145,2,2,2023-04-30,21,Online Banking,0
66,M,Divorced,Medium,8,1918.91,239.86375,0,0,2023-07-07,35,Website,0
63,M,Widowed,Medium,1,41.49,41.49,0,0,2023-11-24,16,Online Banking,0
36,M,Divorced,Medium,5,1586.9,317.38,1,0,2023-08-01,20,Website,1
69,F,Married,Low,5,1647.73,329.546,2,1,2023-08-06,31,Mobile App,0
67,M,Widowed,High,6,1488.0,248.0,0,0,2023-09-22,5,Website,1
25,F,Single,High,9,2064.51,229.39000000000001,2,1,2023-07-24,6,Online Banking,0
44,F,Widowed,Low,6,1563.06,260.51,1,0,2023-07-17,2,Mobile App,0
67,M,Widowed,Medium,7,2107.59,301.0842857142857,1,1,2023-10-19,39,Mobile App,0
64,F,Married,High,2,548.61,274.305,1,0,2023-01-28,22,Mobile App,0
47,M,Single,Low,5,1042.79,208.558,1,1,2023-09-07,11,Mobile App,1
21,F,Widowed,Low,6,1133.6799999999998,188.94666666666663,0,0,2023-08-10,15,Website,0
28,M,Single,Medium,4,1567.71,391.9275,2,1,2023-08-09,13,Online Banking,0
38,F,Widowed,Medium,7,1960.77,280.11,1,0,2023-10-08,33,Online Banking,0
60,F,Widowed,Low,9,2141.4,237.93333333333334,2,1,2023-09-10,46,Mobile App,0
19,M,Married,Low,8,1255.38,156.9225,2,1,2023-05-10,14,Website,0
38,M,Widowed,Low,5,1041.15,208.23000000000002,0,0,2023-08-20,39,Online Banking,1
34,F,Widowed,High,8,1755.6999999999998,219.46249999999998,2,0,2023-09-20,2,Website,1
60,M,Widowed,Medium,9,2782.16,309.12888888888887,1,0,2023-04-28,10,Website,0
68,F,Divorced,Low,2,441.32,220.66,2,0,2023-12-21,42,Website,1
46,F,Single,Medium,5,1381.17,276.23400000000004,2,1,2023-08-06,30,Online Banking,0
44,F,Married,High,6,1189.15,198.1916666666667,1,0,2023-10-14,32,Website,0
41,F,Married,Low,6,2430.75,405.125,2,0,2023-05-23,9,Website,0
66,F,Married,Medium,4,993.04,248.26,1,0,2023-12-31,48,Online Banking,0
20,M,Widowed,High,9,2309.95,256.6611111111111,0,0,2023-02-09,16,Website,0
56,M,Single,Low,4,922.22,230.555,1,0,2023-12-29,39,Website,0
27,M,Divorced,Medium,6,953.9499999999999,158.99166666666665,2,0,2023-05-27,5,Mobile App,0
20,F,Divorced,Low,4,912.13,228.0325,1,1,2023-01-03,46,Mobile App,1
62,M,Married,Medium,5,1213.09,242.618,2,1,2023-05-28,15,Online Banking,0
59,M,Single,Medium,7,1621.99,231.71285714285713,0,0,2023-09-05,4,Website,0
43,M,Divorced,High,2,504.29,252.145,2,1,2023-09-07,24,Mobile App,0
54,F,Married,High,8,2136.39,267.04875,1,1,2023-11-14,25,Website,0
44,M,Divorced,High,7,2218.53,316.9328571428572,1,0,2023-12-19,37,Website,0
22,M,Divorced,High,6,1100.6200000000001,183.4366666666667,1,0,2023-01-17,24,Website,0
59,M,Single,High,3,421.3,140.43333333333334,1,0,2023-08-20,42,Online Banking,1
28,F,Married,Medium,4,1217.41,304.3525,0,0,2023-02-28,13,Mobile App,1
30,M,Divorced,High,6,1759.63,293.2716666666667,2,1,2023-08-18,20,Online Banking,0
58,F,Widowed,Medium,9,1482.3600000000001,164.70666666666668,0,0,2023-02-10,5,Mobile App,0
51,F,Widowed,Medium,4,1290.08,322.52,1,0,2023-02-17,20,Online Banking,0
55,M,Divorced,Low,2,871.11,435.555,1,0,2023-04-08,18,Online Banking,0
57,F,Single,Medium,7,2042.29,291.7557142857143,2,0,2023-03-09,39,Mobile App,1
50,M,Single,Medium,8,2206.29,275.78625,0,0,2023-12-08,49,Website,0
51,F,Divorced,High,9,1650.27,183.36333333333334,2,0,2023-05-22,3,Online Banking,0
44,M,Single,Medium,2,493.38,246.69,0,0,2023-08-21,44,Online Banking,0
53,M,Single,High,8,1299.37,162.42125,0,0,2023-10-20,31,Online Banking,0
43,F,Widowed,Medium,4,337.9,84.475,0,0,2023-12-17,30,Website,0
68,M,Married,Medium,8,1295.74,161.9675,1,0,2023-03-23,41,Online Banking,0
42,F,Married,High,5,985.26,197.052,1,1,2023-05-06,24,Website,0
36,M,Divorced,Low,2,566.46,283.23,0,0,2023-09-08,5,Online Banking,0
38,F,Divorced,Medium,2,304.95,152.475,1,0,2023-06-19,20,Mobile App,0
48,F,Divorced,Medium,9,2275.24,252.8044444444444,2,2,2023-01-29,24,Mobile App,0
46,F,Widowed,High,3,651.38,217.12666666666667,1,0,2023-12-31,17,Online Banking,1
26,F,Widowed,High,1,318.01,318.01,0,0,2023-02-04,8,Online Banking,0
36,F,Single,Low,9,1087.05,120.78333333333333,0,0,2023-11-11,21,Website,0
43,M,Widowed,Low,6,1099.45,183.24166666666667,1,1,2023-07-18,14,Mobile App,1
42,M,Married,Low,6,2317.93,386.32166666666666,0,0,2023-10-09,38,Online Banking,1
57,F,Widowed,Medium,4,1361.59,340.3975,1,1,2023-10-12,32,Online Banking,0
60,M,Divorced,Medium,1,144.37,144.37,0,0,2023-06-13,36,Online Banking,0
46,M,Married,High,2,395.99,197.995,0,0,2023-07-17,40,Website,0
42,F,Single,High,8,1417.95,177.24375,1,1,2023-09-03,4,Mobile App,1
36,F,Married,High,5,1463.62,292.724,0,0,2023-08-22,21,Website,0
21,F,Widowed,Low,5,1000.79,200.158,1,1,2023-09-14,25,Mobile App,0
62,F,Widowed,Low,5,1521.8600000000001,304.372,1,1,2023-11-21,45,Mobile App,0
37,M,Single,Low,5,825.2,165.04000000000002,1,0,2023-07-21,1,Mobile App,0
63,M,Divorced,Medium,6,1130.44,188.40666666666667,2,0,2023-06-06,47,Mobile App,1
18,F,Single,Medium,7,1600.01,228.57285714285715,0,0,2023-08-26,13,Website,0
28,M,Single,High,9,1729.93,192.21444444444444,2,1,2023-01-03,16,Online Banking,0
21,M,Single,Low,5,1182.6,236.51999999999998,0,0,2023-06-28,29,Mobile App,0
24,F,Single,Medium,5,997.8299999999999,199.56599999999997,1,0,2023-06-24,39,Mobile App,0
45,M,Widowed,Low,8,1829.46,228.6825,1,1,2023-08-04,29,Website,1
53,M,Divorced,Medium,8,2806.69,350.83625,1,0,2023-03-29,12,Mobile App,0
24,F,Married,Low,5,1069.53,213.906,1,0,2023-02-07,31,Website,0
37,M,Divorced,Medium,6,1505.23,250.87166666666667,0,0,2023-10-31,20,Mobile App,0
52,M,Divorced,Medium,8,2238.86,279.8575,0,0,2023-02-18,35,Online Banking,0
68,M,Single,Medium,5,1667.48,333.496,0,0,2023-09-19,41,Mobile App,0
68,F,Divorced,Medium,6,1672.9299999999998,278.82166666666666,2,0,2023-11-22,28,Online Banking,0
56,F,Single,High,2,690.1600000000001,345.08000000000004,2,1,2023-01-03,35,Mobile App,1
38,M,Married,Low,5,830.54,166.108,2,1,2023-01-20,29,Website,0
61,F,Single,Medium,1,38.12,38.12,0,0,2023-08-20,44,Mobile App,1
18,M,Married,Medium,2,580.18,290.09,1,0,2023-01-29,39,Online Banking,0
54,F,Divorced,Low,4,569.13,142.2825,1,1,2023-09-23,29,Mobile App,0
63,M,Single,Medium,3,1178.95,392.98333333333335,1,1,2023-12-01,34,Website,0
59,F,Widowed,Medium,1,47.85,47.85,2,1,2023-07-12,10,Mobile App,0
20,M,Married,Low,8,2656.16,332.02,2,1,2023-09-25,37,Online Banking,0
51,M,Divorced,High,3,524.36,174.78666666666666,0,0,2023-05-18,48,Website,0
30,F,Married,High,1,379.0,379.0,1,0,2023-07-10,7,Mobile App,1
33,M,Single,Medium,2,224.33,112.165,2,0,2023-08-08,9,Website,0
51,M,Widowed,High,9,2320.9,257.8777777777778,0,0,2023-07-24,16,Website,0
41,F,Married,High,2,410.36,205.18,2,1,2023-05-27,21,Mobile App,0
30,F,Married,Medium,2,258.79,129.395,1,0,2023-05-16,14,Website,0
23,M,Married,Medium,6,1581.13,263.5216666666667,0,0,2023-03-07,2,Online Banking,0
56,M,Divorced,High,7,1031.04,147.29142857142855,2,1,2023-10-14,26,Online Banking,0
19,M,Widowed,Medium,7,1537.15,219.59285714285716,0,0,2023-03-20,34,Website,0
28,F,Widowed,Medium,9,2739.69,304.41,1,1,2023-06-10,47,Mobile App,0
24,F,Widowed,High,2,440.09000000000003,220.04500000000002,0,0,2023-12-26,49,Website,0
24,M,Married,Low,6,985.19,164.19833333333335,0,0,2023-12-20,18,Website,0
56,M,Married,High,6,1858.01,309.66833333333335,0,0,2023-07-22,12,Website,0
56,M,Married,High,7,1708.06,244.00857142857143,2,1,2023-12-15,19,Online Banking,1
29,M,Married,High,1,358.81,358.81,1,1,2023-01-18,36,Website,0
68,F,Single,Medium,4,1268.83,317.2075,2,1,2023-09-16,38,Online Banking,0
39,M,Single,High,8,2710.07,338.75875,0,0,2023-04-30,16,Website,0
68,M,Divorced,Medium,3,868.72,289.5733333333333,0,0,2023-10-20,46,Website,0
68,F,Married,Low,1,488.21,488.21,2,0,2023-12-29,8,Mobile App,0
69,F,Divorced,High,8,2066.71,258.33875,0,0,2023-12-02,9,Website,0
20,F,Widowed,Low,8,1940.62,242.5775,1,0,2023-09-20,4,Online Banking,0
30,F,Married,High,7,2189.5499999999997,312.7928571428571,0,0,2023-05-31,36,Website,0
47,M,Single,Medium,8,2181.62,272.7025,0,0,2023-08-05,47,Website,0
27,M,Married,Low,1,328.09,328.09,1,0,2023-07-11,38,Online Banking,0
69,F,Widowed,High,7,1311.23,187.31857142857143,2,0,2023-11-10,49,Online Banking,0
26,F,Divorced,Low,1,189.28,189.28,2,1,2023-04-01,49,Website,0
23,M,Married,Medium,3,745.26,248.42,0,0,2023-09-10,45,Website,0
61,M,Single,Medium,7,776.71,110.95857142857143,2,2,2023-10-15,4,Website,0
19,M,Widowed,High,9,2069.03,229.89222222222224,1,1,2023-10-05,8,Online Banking,0
61,F,Widowed,High,9,2431.0299999999997,270.1144444444444,2,1,2023-01-09,43,Mobile App,0
33,F,Divorced,Low,7,2197.83,313.9757142857143,1,0,2023-08-21,7,Mobile App,0
30,F,Married,Medium,4,812.28,203.07,2,1,2023-03-11,3,Website,0
65,M,Single,Medium,3,436.94,145.64666666666668,1,1,2023-09-04,1,Online Banking,0
30,M,Married,High,4,306.88,76.72,0,0,2023-01-26,4,Mobile App,0
39,M,Single,Medium,2,369.47,184.735,2,0,2023-03-01,1,Mobile App,0
36,F,Divorced,Medium,5,1602.17,320.434,2,2,2023-03-15,46,Website,0
43,F,Widowed,Medium,1,183.21,183.21,1,1,2023-01-16,42,Mobile App,0
31,M,Divorced,Low,9,3026.91,336.3233333333333,2,1,2023-10-14,38,Mobile App,0
48,M,Widowed,Low,3,983.26,327.75333333333333,2,1,2023-08-21,37,Mobile App,0
46,F,Married,Low,7,1649.0800000000002,235.58285714285716,0,0,2023-09-26,12,Mobile App,0
62,F,Widowed,Medium,8,1403.03,175.37875,1,0,2023-11-22,42,Online Banking,0
59,F,Single,High,8,2125.28,265.66,2,2,2023-08-21,10,Mobile App,0
39,M,Divorced,High,9,2794.0,310.44444444444446,1,1,2023-01-09,47,Online Banking,0
24,M,Widowed,High,1,38.78,38.78,1,1,2023-12-16,1,Website,1
54,F,Widowed,Low,3,353.54,117.84666666666668,1,0,2023-03-23,2,Online Banking,0
66,M,Married,Medium,2,517.94,258.97,0,0,2023-01-14,12,Website,0
58,F,Married,Low,7,1040.2,148.6,2,1,2023-09-17,39,Online Banking,0
44,M,Married,Low,4,762.78,190.695,1,0,2023-06-22,48,Mobile App,1
48,M,Single,High,7,1684.39,240.62714285714287,1,0,2023-11-24,36,Mobile App,0
23,M,Married,High,8,1222.55,152.81875,1,1,2023-11-27,7,Online Banking,0
33,F,Widowed,Medium,5,1235.8,247.16,0,0,2023-04-03,38,Website,1
55,M,Single,Low,1,54.82,54.82,0,0,2023-06-07,25,Website,0
55,F,Married,Medium,9,1865.09,207.23222222222222,2,1,2023-12-06,3,Website,0
67,M,Widowed,Low,3,718.24,239.41333333333333,0,0,2023-02-02,27,Online Banking,0
49,F,Single,Medium,4,797.14,199.285,0,0,2023-08-16,24,Online Banking,0
50,F,Widowed,Low,3,1058.9,352.9666666666667,0,0,2023-02-27,27,Mobile App,0
66,F,Married,Medium,9,1915.01,212.7788888888889,1,1,2023-07-30,6,Mobile App,0
34,F,Married,Low,1,267.44,267.44,2,0,2023-09-17,25,Mobile App,0
50,F,Single,Low,7,1722.8,246.1142857142857,2,1,2023-07-31,43,Website,0
28,M,Divorced,High,7,1786.6,255.22857142857143,0,0,2023-06-22,31,Online Banking,0
30,M,Widowed,Low,6,1176.86,196.14333333333332,0,0,2023-08-31,44,Mobile App,0
47,F,Widowed,High,8,1799.3600000000001,224.92000000000002,1,0,2023-05-10,9,Mobile App,0
18,F,Divorced,Medium,4,1140.8200000000002,285.20500000000004,0,0,2023-10-11,39,Mobile App,1
47,F,Divorced,High,7,1547.47,221.06714285714287,0,0,2023-12-14,29,Website,1
44,M,Widowed,Low,9,2059.02,228.78,1,1,2023-10-08,14,Mobile App,0
57,F,Single,High,6,1778.2,296.3666666666667,1,1,2023-11-05,36,Online Banking,0
40,M,Divorced,High,3,1135.0,378.3333333333333,1,1,2023-08-10,29,Website,0
37,F,Married,Medium,9,2462.85,273.65,2,2,2023-02-10,43,Website,0
23,M,Single,High,2,760.13,380.065,1,1,2023-03-25,41,Website,1
54,F,Divorced,Medium,5,1930.4099999999999,386.082,0,0,2023-01-20,38,Mobile App,1
37,M,Married,Medium,1,157.62,157.62,0,0,2023-05-03,22,Online Banking,1
54,M,Married,High,5,1462.34,292.46799999999996,0,0,2023-06-06,12,Mobile App,1
23,F,Widowed,Low,8,2584.66,323.0825,2,1,2023-05-21,40,Website,0
46,F,Single,Medium,1,358.27,358.27,0,0,2023-02-16,49,Online Banking,0
30,F,Divorced,High,2,809.61,404.805,0,0,2023-08-10,26,Website,0
44,F,Married,Medium,5,1985.28,397.056,1,1,2023-03-10,46,Mobile App,0
67,M,Widowed,High,1,350.46,350.46,1,0,2023-06-05,28,Online Banking,0
37,M,Divorced,High,1,74.06,74.06,2,1,2023-04-29,21,Website,0
30,M,Married,Low,1,282.29,282.29,1,0,2023-11-14,27,Mobile App,0
56,M,Widowed,High,4,939.39,234.8475,2,0,2023-10-28,33,Website,1
25,M,Married,Medium,9,2591.57,287.95222222222225,0,0,2023-07-28,29,Mobile App,0
34,M,Widowed,Medium,7,1842.6599999999999,263.2371428571428,2,1,2023-03-30,24,Mobile App,1
47,F,Widowed,Low,3,695.9300000000001,231.9766666666667,1,1,2023-06-19,32,Website,0
18,M,Single,Medium,1,394.48,394.48,0,0,2023-11-22,6,Website,0
41,M,Divorced,Low,7,1536.43,219.49,2,1,2023-04-04,27,Mobile App,0
